season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,inferred_fan_val,rule_type,harmonized_fan_percent
19,4,Janel Parrish,Actor/Actress,3rd Place,36.0,4,4.0,0.1125,12,False,0.1124999999996362,Percentage,0.1124999999996362
19,4,Jonathan Bennett,Actor/Actress,Eliminated Week 6,24.0,4,10.0,0.075,6,False,0.08750000000084886,Percentage,0.08750000000084886
19,4,Lea Thompson,Actor/Actress,Eliminated Week 9,39.0,4,2.0,0.121875,9,False,0.12187499999963619,Percentage,0.12187499999963619
19,4,Michael Waltrip,Racing Driver,Eliminated Week 8,25.0,4,9.0,0.078125,8,False,0.08437500000084888,Percentage,0.08437500000084888
19,4,Sadie Robertson,TV Personality,2nd Place,37.0,4,3.0,0.115625,12,False,0.1156249999996362,Percentage,0.1156249999996362
19,4,Tommy Chong,Comedian,Eliminated Week 10,28.0,4,8.0,0.0875,10,False,0.08749999999963619,Percentage,0.08749999999963619
19,5,Alfonso Ribeiro,Actor/Actress,1st Place,34.0,4,2.0,0.1287878787878787,12,False,0.1287878787878787,Percentage,0.1287878787878787
19,5,Antonio Sabato Jr.,Actor/Actress,Eliminated Week 7,28.0,4,6.0,0.106060606060606,7,False,0.106060606060606,Percentage,0.106060606060606
19,5,Bethany Mota,Social Media Personality,Eliminated Week 11,32.0,4,5.0,0.1212121212121212,11,False,0.1212121212121212,Percentage,0.1212121212121212
19,5,Janel Parrish,Actor/Actress,3rd Place,33.0,4,4.0,0.125,12,False,0.125,Percentage,0.125
19,5,Jonathan Bennett,Actor/Actress,Eliminated Week 6,24.0,4,7.0,0.0909090909090909,6,False,0.0909090909090909,Percentage,0.0909090909090909
19,5,Lea Thompson,Actor/Actress,Eliminated Week 9,34.0,4,2.0,0.1287878787878787,9,False,0.1287878787878787,Percentage,0.1287878787878787
19,5,Michael Waltrip,Racing Driver,Eliminated Week 8,20.0,4,9.0,0.0757575757575757,8,False,0.0757575757575757,Percentage,0.0757575757575757
19,5,Sadie Robertson,TV Personality,2nd Place,36.0,4,1.0,0.1363636363636363,12,False,0.1363636363636363,Percentage,0.1363636363636363
19,5,Tommy Chong,Comedian,Eliminated Week 10,23.0,4,8.0,0.0871212121212121,10,False,0.0871212121212121,Percentage,0.0871212121212121
19,6,Alfonso Ribeiro,Actor/Actress,1st Place,39.0,4,1.0,0.1331058020477815,12,False,0.13310580204778155,Percentage,0.13310580204778155
19,6,Antonio Sabato Jr.,Actor/Actress,Eliminated Week 7,28.0,4,8.0,0.0955631399317406,7,False,0.10466439135381117,Percentage,0.10466439135381117
19,6,Bethany Mota,Social Media Personality,Eliminated Week 11,36.0,4,2.0,0.1228668941979522,11,False,0.12286689419795223,Percentage,0.12286689419795223
19,6,Janel Parrish,Actor/Actress,3rd Place,33.0,4,4.0,0.1126279863481228,12,False,0.11262798634812282,Percentage,0.11262798634812282
19,6,Jonathan Bennett,Actor/Actress,Eliminated Week 6,32.0,4,5.0,0.1092150170648464,6,True,0.09101251422070539,Percentage,0.09101251422070539
19,6,Lea Thompson,Actor/Actress,Eliminated Week 9,32.0,4,5.0,0.1092150170648464,9,False,0.10921501706484643,Percentage,0.10921501706484643
19,6,Michael Waltrip,Racing Driver,Eliminated Week 8,30.0,4,7.0,0.1023890784982935,8,False,0.10238907849829353,Percentage,0.10238907849829353
19,6,Sadie Robertson,TV Personality,2nd Place,35.0,4,3.0,0.1194539249146757,12,False,0.11945392491467573,Percentage,0.11945392491467573
19,6,Tommy Chong,Comedian,Eliminated Week 10,28.0,4,8.0,0.0955631399317406,10,False,0.10466439135381117,Percentage,0.10466439135381117
19,7,Alfonso Ribeiro,Actor/Actress,1st Place,34.0,4,3.0,0.1315280464216634,12,False,0.13152804642166346,Percentage,0.13152804642166346
19,7,Antonio Sabato Jr.,Actor/Actress,Eliminated Week 7,29.5,4,7.0,0.1141199226305609,7,True,0.10831721470019344,Percentage,0.10831721470019344
19,7,Bethany Mota,Social Media Personality,Eliminated Week 11,37.5,4,1.0,0.1450676982591876,11,False,0.14506769825918767,Percentage,0.14506769825918767
19,7,Janel Parrish,Actor/Actress,3rd Place,33.5,4,4.0,0.1295938104448742,12,False,0.12959381044487425,Percentage,0.12959381044487425
19,7,Lea Thompson,Actor/Actress,Eliminated Week 9,35.0,4,2.0,0.1353965183752417,9,False,0.13539651837524175,Percentage,0.13539651837524175
19,7,Michael Waltrip,Racing Driver,Eliminated Week 8,28.0,4,8.0,0.1083172147001934,8,False,0.11411992263056096,Percentage,0.11411992263056096
19,7,Sadie Robertson,TV Personality,2nd Place,31.0,4,5.0,0.1199226305609284,12,False,0.11992263056092846,Percentage,0.11992263056092846
19,7,Tommy Chong,Comedian,Eliminated Week 10,30.0,4,6.0,0.11605415860735,10,False,0.11605415860735005,Percentage,0.11605415860735005
19,8,Alfonso Ribeiro,Actor/Actress,1st Place,41.0,4,2.0,0.1653225806451612,12,False,0.1653225806451612,Percentage,0.1653225806451612
19,8,Bethany Mota,Social Media Personality,Eliminated Week 11,40.0,4,3.0,0.1612903225806451,11,False,0.1612903225806451,Percentage,0.1612903225806451
19,8,Janel Parrish,Actor/Actress,3rd Place,43.0,4,1.0,0.1733870967741935,12,False,0.1733870967741935,Percentage,0.1733870967741935
19,8,Lea Thompson,Actor/Actress,Eliminated Week 9,32.0,4,5.0,0.1290322580645161,9,False,0.1290322580645161,Percentage,0.1290322580645161
19,8,Michael Waltrip,Racing Driver,Eliminated Week 8,25.0,4,7.0,0.1008064516129032,8,True,0.1008064516129032,Percentage,0.1008064516129032
19,8,Sadie Robertson,TV Personality,2nd Place,38.0,4,4.0,0.1532258064516129,12,False,0.1532258064516129,Percentage,0.1532258064516129
19,8,Tommy Chong,Comedian,Eliminated Week 10,29.0,4,6.0,0.1169354838709677,10,False,0.1169354838709677,Percentage,0.1169354838709677
19,9,Alfonso Ribeiro,Actor/Actress,1st Place,38.5,4,1.0,0.1799065420560747,12,False,0.17990654205607476,Percentage,0.17990654205607476
19,9,Bethany Mota,Social Media Personality,Eliminated Week 11,37.0,4,3.0,0.1728971962616822,11,False,0.17289719626168226,Percentage,0.17289719626168226
19,9,Janel Parrish,Actor/Actress,3rd Place,38.5,4,1.0,0.1799065420560747,12,False,0.17990654205607476,Percentage,0.17990654205607476
19,9,Lea Thompson,Actor/Actress,Eliminated Week 9,35.0,4,5.0,0.1635514018691588,9,True,0.13317757009345796,Percentage,0.13317757009345796
19,9,Sadie Robertson,TV Personality,2nd Place,36.5,4,4.0,0.1705607476635514,12,False,0.17056074766355145,Percentage,0.17056074766355145
19,9,Tommy Chong,Comedian,Eliminated Week 10,28.5,4,6.0,0.1331775700934579,10,False,0.16355140186915887,Percentage,0.16355140186915887
19,10,Alfonso Ribeiro,Actor/Actress,1st Place,37.5,4,3.0,0.2054794520547945,12,False,0.2054794520547945,Percentage,0.2054794520547945
19,10,Bethany Mota,Social Media Personality,Eliminated Week 11,38.0,4,2.0,0.2082191780821917,11,False,0.2082191780821917,Percentage,0.2082191780821917
19,10,Janel Parrish,Actor/Actress,3rd Place,39.0,4,1.0,0.2136986301369863,12,False,0.2136986301369863,Percentage,0.2136986301369863
19,10,Sadie Robertson,TV Personality,2nd Place,37.0,4,4.0,0.2027397260273972,12,False,0.2027397260273972,Percentage,0.2027397260273972
19,10,Tommy Chong,Comedian,Eliminated Week 10,31.0,4,5.0,0.1698630136986301,10,True,0.1698630136986301,Percentage,0.1698630136986301
19,11,Alfonso Ribeiro,Actor/Actress,1st Place,40.0,4,1.0,0.255864084998049,12,False,0.255864084998049,Percentage,0.255864084998049
19,11,Bethany Mota,Social Media Personality,Eliminated Week 11,38.0,4,4.0,0.2430708807481466,11,True,0.2430708807481466,Percentage,0.2430708807481466
19,11,Janel Parrish,Actor/Actress,3rd Place,38.9998,4,3.0,0.2494662035526728,12,False,0.2494662035526728,Percentage,0.2494662035526728
19,11,Sadie Robertson,TV Personality,2nd Place,39.333200000000005,4,2.0,0.2515988307011316,12,False,0.2515988307011316,Percentage,0.2515988307011316
20,1,Charlotte McKinney,Model,Eliminated Week 3,22.0,4,11.0,0.0691823899371069,3,False,0.0691823899371069,Percentage,0.0691823899371069
20,1,Chris Soules,TV Personality,Eliminated Week 8,26.0,4,5.0,0.0817610062893081,8,False,0.0817610062893081,Percentage,0.0817610062893081
20,1,Michael Sam,Athlete,Eliminated Week 4,26.0,4,5.0,0.0817610062893081,4,False,0.0817610062893081,Percentage,0.0817610062893081
20,1,Nastia Liukin,Athlete,Eliminated Week 9,30.0,4,3.0,0.0943396226415094,9,False,0.0943396226415094,Percentage,0.0943396226415094
20,1,Noah Galloway,Motivational Speaker,3rd Place,26.0,4,5.0,0.0817610062893081,11,False,0.0817610062893081,Percentage,0.0817610062893081
20,1,Patti LaBelle,Singer/Rapper,Eliminated Week 6,25.0,4,8.0,0.0786163522012578,6,False,0.0786163522012578,Percentage,0.0786163522012578
20,1,Redfoo,Singer/Rapper,Eliminated Week 2,22.0,4,11.0,0.0691823899371069,2,False,0.0691823899371069,Percentage,0.0691823899371069
20,1,Riker Lynch,Actor/Actress,2nd Place,31.0,4,2.0,0.0974842767295597,11,False,0.0974842767295597,Percentage,0.0974842767295597
20,1,Robert Herjavec,Entrepreneur,Eliminated Week 8,28.0,4,4.0,0.0880503144654088,8,False,0.0880503144654088,Percentage,0.0880503144654088
20,1,Rumer Willis,Actor/Actress,1st Place,32.0,4,1.0,0.10062893081761,11,False,0.10062893081761,Percentage,0.10062893081761
20,1,Suzanne Somers,Actor/Actress,Eliminated Week 5,25.0,4,8.0,0.0786163522012578,5,False,0.0786163522012578,Percentage,0.0786163522012578
20,1,Willow Shields,Actor/Actress,Eliminated Week 7,25.0,4,8.0,0.0786163522012578,7,False,0.0786163522012578,Percentage,0.0786163522012578
20,2,Charlotte McKinney,Model,Eliminated Week 3,26.0,4,11.0,0.0749279538904899,3,False,0.07492795389048995,Percentage,0.07492795389048995
20,2,Chris Soules,TV Personality,Eliminated Week 8,21.0,4,12.0,0.0605187319884726,8,False,0.08933717579250723,Percentage,0.08933717579250723
20,2,Michael Sam,Athlete,Eliminated Week 4,28.0,4,6.0,0.0806916426512968,4,False,0.08069164265129687,Percentage,0.08069164265129687
20,2,Nastia Liukin,Athlete,Eliminated Week 9,34.0,4,1.0,0.0979827089337175,9,False,0.09798270893371755,Percentage,0.09798270893371755
20,2,Noah Galloway,Motivational Speaker,3rd Place,27.0,4,10.0,0.0778097982708933,11,False,0.07780979827089335,Percentage,0.07780979827089335
20,2,Patti LaBelle,Singer/Rapper,Eliminated Week 6,28.0,4,6.0,0.0806916426512968,6,False,0.08069164265129686,Percentage,0.08069164265129686
20,2,Redfoo,Singer/Rapper,Eliminated Week 2,31.0,4,5.0,0.0893371757925072,2,True,0.06051873198847264,Percentage,0.06051873198847264
20,2,Riker Lynch,Actor/Actress,2nd Place,32.0,4,2.0,0.0922190201729106,11,False,0.09221902017291066,Percentage,0.09221902017291066
20,2,Robert Herjavec,Entrepreneur,Eliminated Week 8,28.0,4,6.0,0.0806916426512968,8,False,0.08069164265129686,Percentage,0.08069164265129686
20,2,Rumer Willis,Actor/Actress,1st Place,32.0,4,2.0,0.0922190201729106,11,False,0.09221902017291066,Percentage,0.09221902017291066
20,2,Suzanne Somers,Actor/Actress,Eliminated Week 5,28.0,4,6.0,0.0806916426512968,5,False,0.08069164265129686,Percentage,0.08069164265129686
20,2,Willow Shields,Actor/Actress,Eliminated Week 7,32.0,4,2.0,0.0922190201729106,7,False,0.09221902017291066,Percentage,0.09221902017291066
20,3,Charlotte McKinney,Model,Eliminated Week 3,22.0,4,10.0,0.0702875399361022,3,True,0.0702875399361022,Percentage,0.0702875399361022
20,3,Chris Soules,TV Personality,Eliminated Week 8,28.0,4,7.0,0.0894568690095846,8,False,0.0894568690095846,Percentage,0.0894568690095846
20,3,Michael Sam,Athlete,Eliminated Week 4,24.0,4,9.0,0.0766773162939297,4,False,0.0766773162939297,Percentage,0.0766773162939297
20,3,Nastia Liukin,Athlete,Eliminated Week 9,34.0,4,1.0,0.108626198083067,9,False,0.108626198083067,Percentage,0.108626198083067
20,3,Noah Galloway,Motivational Speaker,3rd Place,30.0,4,5.0,0.0958466453674121,11,False,0.0958466453674121,Percentage,0.0958466453674121
20,3,Patti LaBelle,Singer/Rapper,Eliminated Week 6,22.0,4,10.0,0.0702875399361022,6,False,0.0702875399361022,Percentage,0.0702875399361022
20,3,Riker Lynch,Actor/Actress,2nd Place,34.0,4,1.0,0.108626198083067,11,False,0.108626198083067,Percentage,0.108626198083067
20,3,Robert Herjavec,Entrepreneur,Eliminated Week 8,29.0,4,6.0,0.0926517571884984,8,False,0.0926517571884984,Percentage,0.0926517571884984
20,3,Rumer Willis,Actor/Actress,1st Place,33.0,4,3.0,0.1054313099041533,11,False,0.1054313099041533,Percentage,0.1054313099041533
20,3,Suzanne Somers,Actor/Actress,Eliminated Week 5,25.0,4,8.0,0.0798722044728434,5,False,0.0798722044728434,Percentage,0.0798722044728434
20,3,Willow Shields,Actor/Actress,Eliminated Week 7,32.0,4,4.0,0.1022364217252396,7,False,0.1022364217252396,Percentage,0.1022364217252396
20,4,Chris Soules,TV Personality,Eliminated Week 8,27.0,4,10.0,0.083076923076923,8,False,0.0912820512820513,Percentage,0.0912820512820513
20,4,Michael Sam,Athlete,Eliminated Week 4,30.0,4,7.0,0.0923076923076923,4,True,0.082051282051282,Percentage,0.082051282051282
20,4,Nastia Liukin,Athlete,Eliminated Week 9,36.0,4,2.0,0.1107692307692307,9,False,0.11076923076923074,Percentage,0.11076923076923074
20,4,Noah Galloway,Motivational Speaker,3rd Place,32.0,4,6.0,0.0984615384615384,11,False,0.09846153846153845,Percentage,0.09846153846153845
20,4,Patti LaBelle,Singer/Rapper,Eliminated Week 6,30.0,4,7.0,0.0923076923076923,6,False,0.09230769230769234,Percentage,0.09230769230769234
20,4,Riker Lynch,Actor/Actress,2nd Place,34.0,4,4.0,0.1046153846153846,11,False,0.10461538461538464,Percentage,0.10461538461538464
20,4,Robert Herjavec,Entrepreneur,Eliminated Week 8,34.0,4,4.0,0.1046153846153846,8,False,0.10461538461538464,Percentage,0.10461538461538464
20,4,Rumer Willis,Actor/Actress,1st Place,35.0,4,3.0,0.1076923076923077,11,False,0.10769230769230774,Percentage,0.10769230769230774
20,4,Suzanne Somers,Actor/Actress,Eliminated Week 5,28.0,4,9.0,0.0861538461538461,5,False,0.08820512820512823,Percentage,0.08820512820512823
20,4,Willow Shields,Actor/Actress,Eliminated Week 7,39.0,4,1.0,0.12,7,False,0.12000000000000004,Percentage,0.12000000000000004
20,5,Chris Soules,TV Personality,Eliminated Week 8,27.0,4,7.0,0.0954063604240282,8,False,0.09540636042402824,Percentage,0.09540636042402824
20,5,Nastia Liukin,Athlete,Eliminated Week 9,38.0,4,2.0,0.1342756183745583,9,False,0.13427561837455831,Percentage,0.13427561837455831
20,5,Noah Galloway,Motivational Speaker,3rd Place,28.0,4,5.0,0.0989399293286219,11,False,0.09893992932862195,Percentage,0.09893992932862195
20,5,Patti LaBelle,Singer/Rapper,Eliminated Week 6,27.0,4,7.0,0.0954063604240282,6,False,0.09540636042402824,Percentage,0.09540636042402824
20,5,Riker Lynch,Actor/Actress,2nd Place,38.0,4,2.0,0.1342756183745583,11,False,0.13427561837455831,Percentage,0.13427561837455831
20,5,Robert Herjavec,Entrepreneur,Eliminated Week 8,24.0,4,9.0,0.0848056537102473,8,False,0.09893992932862196,Percentage,0.09893992932862196
20,5,Rumer Willis,Actor/Actress,1st Place,39.0,4,1.0,0.1378091872791519,11,False,0.13780918727915192,Percentage,0.13780918727915192
20,5,Suzanne Somers,Actor/Actress,Eliminated Week 5,28.0,4,5.0,0.0989399293286219,5,True,0.08480565371024733,Percentage,0.08480565371024733
20,5,Willow Shields,Actor/Actress,Eliminated Week 7,34.0,4,4.0,0.1201413427561837,7,False,0.12014134275618374,Percentage,0.12014134275618374
20,6,Chris Soules,TV Personality,Eliminated Week 8,35.0,4,5.0,0.1236749116607773,8,False,0.12367491166077023,Percentage,0.12367491166077023
20,6,Nastia Liukin,Athlete,Eliminated Week 9,36.5,4,2.0,0.1289752650176678,9,False,0.1289752650176607,Percentage,0.1289752650176607
20,6,Noah Galloway,Motivational Speaker,3rd Place,34.0,4,6.0,0.1201413427561837,11,False,0.12014134275617662,Percentage,0.12014134275617662
20,6,Patti LaBelle,Singer/Rapper,Eliminated Week 6,34.0,4,6.0,0.1201413427561837,6,True,0.11837455830390825,Percentage,0.11837455830390825
20,6,Riker Lynch,Actor/Actress,2nd Place,38.0,4,1.0,0.1342756183745583,11,False,0.1342756183745512,Percentage,0.1342756183745512
20,6,Robert Herjavec,Entrepreneur,Eliminated Week 8,33.5,4,8.0,0.1183745583038869,8,False,0.12014134275620503,Percentage,0.12014134275620503
20,6,Rumer Willis,Actor/Actress,1st Place,35.5,4,4.0,0.1254416961130742,11,False,0.12544169611306713,Percentage,0.12544169611306713
20,6,Willow Shields,Actor/Actress,Eliminated Week 7,36.5,4,2.0,0.1289752650176678,7,False,0.1289752650176607,Percentage,0.1289752650176607
20,7,Chris Soules,TV Personality,Eliminated Week 8,31.0,4,6.0,0.1220472440944882,8,False,0.14304461942811575,Percentage,0.14304461942811575
20,7,Nastia Liukin,Athlete,Eliminated Week 9,41.0,4,1.0,0.1614173228346456,9,False,0.16141732283048796,Percentage,0.16141732283048796
20,7,Noah Galloway,Motivational Speaker,3rd Place,38.0,4,3.0,0.1496062992125984,11,False,0.14960629920844076,Percentage,0.14960629920844076
20,7,Riker Lynch,Actor/Actress,2nd Place,37.0,4,4.0,0.1456692913385826,11,False,0.14566929133442494,Percentage,0.14566929133442494
20,7,Robert Herjavec,Entrepreneur,Eliminated Week 8,31.0,4,6.0,0.1220472440944882,8,False,0.14304461942811575,Percentage,0.14304461942811575
20,7,Rumer Willis,Actor/Actress,1st Place,37.0,4,4.0,0.1456692913385826,11,False,0.14566929133442497,Percentage,0.14566929133442497
20,7,Willow Shields,Actor/Actress,Eliminated Week 7,39.0,4,2.0,0.1535433070866141,7,True,0.11154855643598986,Percentage,0.11154855643598986
20,8,Chris Soules,TV Personality,Eliminated Week 8,32.0,4,4.0,0.1513002364066193,8,True,0.14893617021276595,Percentage,0.14893617021276595
20,8,Nastia Liukin,Athlete,Eliminated Week 9,38.0,4,3.0,0.1796690307328605,9,False,0.17966903073286056,Percentage,0.17966903073286056
20,8,Noah Galloway,Motivational Speaker,3rd Place,31.5,4,5.0,0.1489361702127659,11,False,0.15130023640661935,Percentage,0.15130023640661935
20,8,Riker Lynch,Actor/Actress,2nd Place,39.0,4,2.0,0.1843971631205673,11,False,0.18439716312056736,Percentage,0.18439716312056736
20,8,Robert Herjavec,Entrepreneur,Eliminated Week 8,31.0,4,6.0,0.1465721040189125,8,True,0.14657210401891255,Percentage,0.14657210401891255
20,8,Rumer Willis,Actor/Actress,1st Place,40.0,4,1.0,0.1891252955082742,11,False,0.18912529550827425,Percentage,0.18912529550827425
20,9,Nastia Liukin,Athlete,Eliminated Week 9,40.0,4,1.0,0.2547770700636942,9,True,0.24203821656050953,Percentage,0.24203821656050953
20,9,Noah Galloway,Motivational Speaker,3rd Place,38.0,4,4.0,0.2420382165605095,11,False,0.25477707006369427,Percentage,0.25477707006369427
20,9,Riker Lynch,Actor/Actress,2nd Place,40.0,4,1.0,0.2547770700636942,11,False,0.25477707006369427,Percentage,0.25477707006369427
20,9,Rumer Willis,Actor/Actress,1st Place,39.0,4,3.0,0.2484076433121019,11,False,0.24840764331210194,Percentage,0.24840764331210194
20,10,Noah Galloway,Motivational Speaker,3rd Place,36.0,4,3.0,0.3103448275862069,11,False,0.3103448275862069,Percentage,0.3103448275862069
20,10,Riker Lynch,Actor/Actress,2nd Place,40.0,4,1.0,0.3448275862068966,11,False,0.3448275862068966,Percentage,0.3448275862068966
20,10,Rumer Willis,Actor/Actress,1st Place,40.0,4,1.0,0.3448275862068966,11,False,0.3448275862068966,Percentage,0.3448275862068966
21,1,Alek Skarlatos,Military,3rd Place,22.0,3,5.0,0.088,12,False,0.10072727272859562,Percentage,0.10072727272859562
21,1,Alexa PenaVega,Actor/Actress,Eliminated Week 9,22.0,3,5.0,0.088,9,False,0.10072727272859562,Percentage,0.10072727272859562
21,1,Andy Grammer,Singer/Rapper,Eliminated Week 8,21.0,3,7.0,0.084,8,False,0.0967272727285956,Percentage,0.0967272727285956
21,1,Bindi Irwin,TV Personality,1st Place,24.0,3,1.0,0.096,12,False,0.10872727272859564,Percentage,0.10872727272859564
21,1,Carlos PenaVega,Actor/Actress,Eliminated Week 11,23.0,3,3.0,0.092,11,False,0.10472727272859562,Percentage,0.10472727272859562
21,1,Chaka Khan,Singer/Rapper,Eliminated Week 2,13.0,3,12.0,0.052,2,False,0.06472727272859562,Percentage,0.06472727272859562
21,1,Gary Busey,Actor/Actress,Eliminated Week 4,15.0,3,9.0,0.06,4,False,0.07272727272859562,Percentage,0.07272727272859562
21,1,Hayes Grier,Social Media Personality,Eliminated Week 7,21.0,3,7.0,0.084,7,False,0.09672727272859563,Percentage,0.09672727272859563
21,1,Nick Carter,Singer/Rapper,2nd Place,24.0,3,1.0,0.096,12,False,0.10872727272131968,Percentage,0.10872727272131968
21,1,Paula Deen,TV Personality,Eliminated Week 6,15.0,3,9.0,0.06,6,False,0.07272727272131968,Percentage,0.07272727272131968
21,1,Victor Espinoza,Athlete,Eliminated Week 2,15.0,3,9.0,0.06,2,False,0.07272727272859564,Percentage,0.07272727272859564
21,2,Alek Skarlatos,Military,3rd Place,22.5,3,4.0,0.0831792975970425,12,False,0.0976306503108721,Percentage,0.0976306503108721
21,2,Alexa PenaVega,Actor/Actress,Eliminated Week 9,23.0,3,3.0,0.0850277264325323,9,False,0.09947907914636192,Percentage,0.09947907914636192
21,2,Andy Grammer,Singer/Rapper,Eliminated Week 8,22.0,3,8.0,0.0813308687615526,8,False,0.09578222147538225,Percentage,0.09578222147538225
21,2,Bindi Irwin,TV Personality,1st Place,24.0,3,2.0,0.088724584103512,12,False,0.10317593681734163,Percentage,0.10317593681734163
21,2,Carlos PenaVega,Actor/Actress,Eliminated Week 11,22.5,3,4.0,0.0831792975970425,11,False,0.09763065031087215,Percentage,0.09763065031087215
21,2,Chaka Khan,Singer/Rapper,Eliminated Week 2,15.0,3,13.0,0.055452865064695,2,True,0.06990421777852465,Percentage,0.06990421777852465
21,2,Gary Busey,Actor/Actress,Eliminated Week 4,16.5,3,12.0,0.0609981515711645,4,False,0.08284321962695343,Percentage,0.08284321962695343
21,2,Hayes Grier,Social Media Personality,Eliminated Week 7,22.5,3,4.0,0.0831792975970425,7,False,0.09763065031087215,Percentage,0.09763065031087215
21,2,Nick Carter,Singer/Rapper,2nd Place,22.5,3,4.0,0.0831792975970425,12,False,0.09763065031087215,Percentage,0.09763065031087215
21,2,Paula Deen,TV Personality,Eliminated Week 6,18.5,3,9.0,0.0683918669131238,6,False,0.08284321962695343,Percentage,0.08284321962695343
21,2,Victor Espinoza,Athlete,Eliminated Week 2,18.5,3,9.0,0.0683918669131238,2,True,0.07544950428499415,Percentage,0.07544950428499415
21,3,Alek Skarlatos,Military,3rd Place,33.0,4,3.0,0.1081967213114754,12,False,0.12021857923497273,Percentage,0.12021857923497273
21,3,Alexa PenaVega,Actor/Actress,Eliminated Week 9,36.0,4,1.0,0.1180327868852459,9,False,0.1300546448087432,Percentage,0.1300546448087432
21,3,Andy Grammer,Singer/Rapper,Eliminated Week 8,29.0,4,8.0,0.0950819672131147,8,False,0.10710382513661201,Percentage,0.10710382513661201
21,3,Bindi Irwin,TV Personality,1st Place,32.0,4,5.0,0.1049180327868852,12,False,0.11693989071038251,Percentage,0.11693989071038251
21,3,Carlos PenaVega,Actor/Actress,Eliminated Week 11,31.0,4,6.0,0.101639344262295,11,False,0.1136612021857923,Percentage,0.1136612021857923
21,3,Gary Busey,Actor/Actress,Eliminated Week 4,25.0,4,9.0,0.081967213114754,4,False,0.09398907103825128,Percentage,0.09398907103825128
21,3,Hayes Grier,Social Media Personality,Eliminated Week 7,30.0,4,7.0,0.0983606557377049,7,False,0.11038251366120219,Percentage,0.11038251366120219
21,3,Nick Carter,Singer/Rapper,2nd Place,36.0,4,1.0,0.1180327868852459,12,False,0.1300546448087432,Percentage,0.1300546448087432
21,3,Paula Deen,TV Personality,Eliminated Week 6,20.0,4,10.0,0.0655737704918032,6,False,0.07759562841530052,Percentage,0.07759562841530052
21,4,Alek Skarlatos,Military,3rd Place,24.0,3,6.0,0.1016949152542373,12,False,0.11440677966101703,Percentage,0.11440677966101703
21,4,Alexa PenaVega,Actor/Actress,Eliminated Week 9,21.0,3,8.0,0.0889830508474576,9,False,0.1016949152542373,Percentage,0.1016949152542373
21,4,Andy Grammer,Singer/Rapper,Eliminated Week 8,23.0,3,7.0,0.097457627118644,8,False,0.11016949152542371,Percentage,0.11016949152542371
21,4,Bindi Irwin,TV Personality,1st Place,28.0,3,1.0,0.1186440677966101,12,False,0.13135593220338979,Percentage,0.13135593220338979
21,4,Carlos PenaVega,Actor/Actress,Eliminated Week 11,25.0,3,5.0,0.1059322033898305,11,False,0.11864406779661021,Percentage,0.11864406779661021
21,4,Gary Busey,Actor/Actress,Eliminated Week 4,16.0,3,10.0,0.0677966101694915,4,True,0.0805084745762712,Percentage,0.0805084745762712
21,4,Hayes Grier,Social Media Personality,Eliminated Week 7,27.0,3,2.0,0.1144067796610169,7,False,0.12711864406779658,Percentage,0.12711864406779658
21,4,Nick Carter,Singer/Rapper,2nd Place,27.0,3,2.0,0.1144067796610169,12,False,0.1271186440677966,Percentage,0.1271186440677966
21,4,Paula Deen,TV Personality,Eliminated Week 6,18.0,3,9.0,0.0762711864406779,6,False,0.0889830508474576,Percentage,0.0889830508474576
21,5,Alek Skarlatos,Military,3rd Place,29.0,4,7.0,0.0963455149501661,12,False,0.10838870431529893,Percentage,0.10838870431529893
21,5,Alexa PenaVega,Actor/Actress,Eliminated Week 9,40.0,4,1.0,0.132890365448505,9,False,0.14493355481363782,Percentage,0.14493355481363782
21,5,Andy Grammer,Singer/Rapper,Eliminated Week 8,36.0,4,4.0,0.1196013289036544,8,False,0.13164451826878723,Percentage,0.13164451826878723
21,5,Bindi Irwin,TV Personality,1st Place,37.0,4,3.0,0.1229235880398671,12,False,0.13496677740499993,Percentage,0.13496677740499993
21,5,Carlos PenaVega,Actor/Actress,Eliminated Week 11,39.0,4,2.0,0.1295681063122923,11,False,0.14161129568470107,Percentage,0.14161129568470107
21,5,Hayes Grier,Social Media Personality,Eliminated Week 7,30.0,4,6.0,0.0996677740863787,7,False,0.11171096345878748,Percentage,0.11171096345878748
21,5,Nick Carter,Singer/Rapper,2nd Place,35.0,4,5.0,0.1162790697674418,12,False,0.12832225913985057,Percentage,0.12832225913985057
21,5,Paula Deen,TV Personality,Eliminated Week 6,26.0,4,9.0,0.0863787375415282,6,False,0.09842192691393696,Percentage,0.09842192691393696
21,6,Alek Skarlatos,Military,3rd Place,30.0,4,7.0,0.0958466453674121,12,False,0.11182108626198083,Percentage,0.11182108626198083
21,6,Alexa PenaVega,Actor/Actress,Eliminated Week 9,30.0,4,7.0,0.0958466453674121,9,False,0.11182108626198084,Percentage,0.11182108626198084
21,6,Andy Grammer,Singer/Rapper,Eliminated Week 8,40.0,4,1.0,0.1277955271565495,8,False,0.1437699680511182,Percentage,0.1437699680511182
21,6,Bindi Irwin,TV Personality,1st Place,40.0,4,1.0,0.1277955271565495,12,False,0.14376996805111822,Percentage,0.14376996805111822
21,6,Carlos PenaVega,Actor/Actress,Eliminated Week 11,38.0,4,5.0,0.121405750798722,11,False,0.13738019169329074,Percentage,0.13738019169329074
