season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,f_placement,rule_type,predicted_fan_vote,harmonized_fan_percent
18,2,Charlie White,Athlete,Eliminated Week 9,25.0,3,1.0,0.1024590163934426,9,False,,Percentage,10.860655742175268,0.10860655742175267
18,2,Cody Simpson,Singer/Rapper,Eliminated Week 5,22.0,3,6.0,0.0901639344262295,5,False,,Percentage,9.631147545453954,0.09631147545453952
18,2,Danica McKellar,Actor/Actress,Eliminated Week 8,24.0,3,4.0,0.0983606557377049,8,False,,Percentage,10.450819676601498,0.10450819676601496
18,2,Drew Carey,Comedian,Eliminated Week 6,21.0,3,7.0,0.0860655737704918,6,False,,Percentage,9.221311479880187,0.09221311479880186
18,2,James Maslow,Actor/Actress,Eliminated Week 10,25.0,3,1.0,0.1024590163934426,10,False,,Percentage,10.860655742175265,0.10860655742175263
18,2,Meryl Davis,Athlete,1st Place,25.0,3,1.0,0.1024590163934426,11,False,1,Percentage,10.860655742175268,0.10860655742175267
18,2,NeNe Leakes,TV Personality,Eliminated Week 7,21.0,3,7.0,0.0860655737704918,7,False,,Percentage,9.221311457528444,0.09221311457528442
18,2,Sean Avery,Athlete,Eliminated Week 2,21.0,3,7.0,0.0860655737704918,2,True,,Percentage,9.221311457528444,0.09221311457528442
18,3,Amy Purdy,Athlete,2nd Place,36.0,4,2.0,0.1157556270096463,11,False,2.0,Percentage,11.57556270096463,0.11575562700964631
18,3,Candace Cameron Bure,Actor/Actress,3rd Place,32.0,4,7.0,0.1028938906752411,11,False,3.0,Percentage,10.28938906752411,0.10289389067524111
18,3,Charlie White,Athlete,Eliminated Week 9,36.0,4,2.0,0.1157556270096463,9,False,,Percentage,11.57556270096463,0.11575562700964631
18,3,Cody Simpson,Singer/Rapper,Eliminated Week 5,35.0,4,6.0,0.112540192926045,5,False,,Percentage,11.2540192926045,0.11254019292604502
18,3,Danica McKellar,Actor/Actress,Eliminated Week 8,36.0,4,2.0,0.1157556270096463,8,False,,Percentage,11.57556270096463,0.11575562700964631
18,3,Drew Carey,Comedian,Eliminated Week 6,30.0,4,9.0,0.0964630225080385,6,False,,Percentage,9.64630225080385,0.09646302250803851
18,3,James Maslow,Actor/Actress,Eliminated Week 10,36.0,4,2.0,0.1157556270096463,10,False,,Percentage,11.57556270096463,0.11575562700964631
18,3,Meryl Davis,Athlete,1st Place,39.0,4,1.0,0.1254019292604501,11,False,1.0,Percentage,12.54019292604501,0.12540192926045013
18,3,NeNe Leakes,TV Personality,Eliminated Week 7,31.0,4,8.0,0.0996784565916398,7,False,,Percentage,9.96784565916398,0.09967845659163982
18,4,Amy Purdy,Athlete,2nd Place,34.0,4,3.0,0.1144781144781144,11,False,2.0,Percentage,11.44781144781144,0.11447811447811443
18,4,Candace Cameron Bure,Actor/Actress,3rd Place,28.0,4,9.0,0.0942760942760942,11,False,3.0,Percentage,9.42760942760942,0.09427609427609424
18,4,Charlie White,Athlete,Eliminated Week 9,33.0,4,4.0,0.1111111111111111,9,False,,Percentage,11.11111111111111,0.11111111111111113
18,4,Cody Simpson,Singer/Rapper,Eliminated Week 5,31.0,4,8.0,0.1043771043771043,5,False,,Percentage,10.43771043771043,0.10437710437710433
18,4,Danica McKellar,Actor/Actress,Eliminated Week 8,32.0,4,6.0,0.1077441077441077,8,False,,Percentage,10.77441077441077,0.10774410774410773
18,4,Drew Carey,Comedian,Eliminated Week 6,33.0,4,4.0,0.1111111111111111,6,False,,Percentage,11.11111111111111,0.11111111111111113
18,4,James Maslow,Actor/Actress,Eliminated Week 10,35.0,4,2.0,0.1178451178451178,10,False,,Percentage,11.78451178451178,0.11784511784511784
18,4,Meryl Davis,Athlete,1st Place,39.0,4,1.0,0.1313131313131313,11,False,1.0,Percentage,13.13131313131313,0.13131313131313133
18,4,NeNe Leakes,TV Personality,Eliminated Week 7,32.0,4,6.0,0.1077441077441077,7,False,,Percentage,10.77441077441077,0.10774410774410773
18,5,Amy Purdy,Athlete,2nd Place,37.0,4,3.0,0.1149068322981366,11,False,2.0,Percentage,11.490683229813667,0.11490683229813664
18,5,Candace Cameron Bure,Actor/Actress,3rd Place,35.0,4,7.0,0.108695652173913,11,False,3.0,Percentage,10.869565217391305,0.10869565217391301
18,5,Charlie White,Athlete,Eliminated Week 9,37.0,4,3.0,0.1149068322981366,9,False,,Percentage,11.490683229813666,0.11490683229813663
18,5,Cody Simpson,Singer/Rapper,Eliminated Week 5,34.0,4,8.0,0.1055900621118012,5,True,,Percentage,8.695652173913054,0.08695652173913052
18,5,Danica McKellar,Actor/Actress,Eliminated Week 8,39.0,4,2.0,0.1211180124223602,8,False,,Percentage,12.111801242236025,0.12111801242236021
18,5,Drew Carey,Comedian,Eliminated Week 6,28.0,4,9.0,0.0869565217391304,6,False,,Percentage,10.55900621118012,0.10559006211180118
18,5,James Maslow,Actor/Actress,Eliminated Week 10,40.0,4,1.0,0.124223602484472,10,False,,Percentage,12.422360248447204,0.124223602484472
18,5,Meryl Davis,Athlete,1st Place,36.0,4,5.0,0.1118012422360248,11,False,1.0,Percentage,11.180124223602483,0.1118012422360248
18,5,NeNe Leakes,TV Personality,Eliminated Week 7,36.0,4,5.0,0.1118012422360248,7,False,,Percentage,11.180124223602483,0.1118012422360248
18,6,Amy Purdy,Athlete,2nd Place,38.0,4,2.0,0.1347517730496454,11,False,2.0,Percentage,13.47517730496454,0.13475177304964542
18,6,Candace Cameron Bure,Actor/Actress,3rd Place,32.0,4,7.0,0.1134751773049645,11,False,3.0,Percentage,11.347517730496447,0.11347517730496451
18,6,Charlie White,Athlete,Eliminated Week 9,36.0,4,3.0,0.1276595744680851,9,False,,Percentage,12.76595744680851,0.12765957446808515
18,6,Danica McKellar,Actor/Actress,Eliminated Week 8,36.0,4,3.0,0.1276595744680851,8,False,,Percentage,12.76595744680851,0.12765957446808515
18,6,Drew Carey,Comedian,Eliminated Week 6,32.0,4,7.0,0.1134751773049645,6,True,,Percentage,11.347517730496447,0.11347517730496451
18,6,James Maslow,Actor/Actress,Eliminated Week 10,35.0,4,5.0,0.1241134751773049,10,False,,Percentage,12.411347517730489,0.12411347517730492
18,6,Meryl Davis,Athlete,1st Place,40.0,4,1.0,0.1418439716312056,11,False,1.0,Percentage,14.18439716312056,0.14184397163120563
18,6,NeNe Leakes,TV Personality,Eliminated Week 7,33.0,4,6.0,0.1170212765957446,7,False,,Percentage,11.70212765957446,0.11702127659574463
18,7,Amy Purdy,Athlete,2nd Place,37.5,4,2.0,0.1482213438735178,11,False,2.0,Percentage,14.82213438735178,0.14822134387351782
18,7,Candace Cameron Bure,Actor/Actress,3rd Place,37.0,4,3.0,0.1462450592885375,11,False,3.0,Percentage,14.62450592885375,0.14624505928853754
18,7,Charlie White,Athlete,Eliminated Week 9,35.5,4,5.0,0.1403162055335968,9,False,,Percentage,14.03162055335968,0.14031620553359683
18,7,Danica McKellar,Actor/Actress,Eliminated Week 8,36.0,4,4.0,0.1422924901185771,8,False,,Percentage,14.229249011857709,0.14229249011857711
18,7,James Maslow,Actor/Actress,Eliminated Week 10,35.0,4,6.0,0.1383399209486166,10,False,,Percentage,13.83399209486166,0.13833992094861663
18,7,Meryl Davis,Athlete,1st Place,39.0,4,1.0,0.1541501976284585,11,False,1.0,Percentage,15.41501976284585,0.15415019762845852
18,7,NeNe Leakes,TV Personality,Eliminated Week 7,33.0,4,7.0,0.1304347826086956,7,True,,Percentage,13.04347826086956,0.13043478260869562
18,8,Amy Purdy,Athlete,2nd Place,40.0,4,1.0,0.1769911504424778,11,False,2.0,Percentage,17.69911504176425,0.17699115041764252
18,8,Candace Cameron Bure,Actor/Actress,3rd Place,36.0,4,4.0,0.1592920353982301,11,False,3.0,Percentage,16.37168141717097,0.1637168141717097
18,8,Charlie White,Athlete,Eliminated Week 9,40.0,4,1.0,0.1769911504424778,9,False,,Percentage,17.69911504176425,0.17699115041764252
18,8,Danica McKellar,Actor/Actress,Eliminated Week 8,38.0,4,3.0,0.168141592920354,8,True,,Percentage,15.48672566495858,0.1548672566495858
18,8,James Maslow,Actor/Actress,Eliminated Week 10,36.0,4,4.0,0.1592920353982301,10,False,,Percentage,16.37168141717097,0.1637168141717097
18,8,Meryl Davis,Athlete,1st Place,36.0,4,4.0,0.1592920353982301,11,False,1.0,Percentage,16.37168141717097,0.1637168141717097
18,9,Amy Purdy,Athlete,2nd Place,39.0,4,2.0,0.2041884816753926,11,False,2.0,Percentage,20.418848170519496,0.20418848170519496
18,9,Candace Cameron Bure,Actor/Actress,3rd Place,36.0,4,5.0,0.1884816753926701,11,False,3.0,Percentage,19.895287953644832,0.19895287953644833
18,9,Charlie White,Athlete,Eliminated Week 9,38.0,4,3.0,0.1989528795811518,9,True,,Percentage,18.848167534796666,0.18848167534796667
18,9,James Maslow,Actor/Actress,Eliminated Week 10,38.0,4,3.0,0.1989528795811518,10,False,,Percentage,19.895287961095416,0.19895287961095418
18,9,Meryl Davis,Athlete,1st Place,40.0,4,1.0,0.2094240837696335,11,False,1.0,Percentage,20.942408379943583,0.20942408379943583
18,10,Amy Purdy,Athlete,2nd Place,29.666600000000003,3,2.0,0.2587209505138384,11,False,2.0,Percentage,25.872095066285,0.25872095066285
18,10,Candace Cameron Bure,Actor/Actress,3rd Place,25.9998,3,4.0,0.2267429691696957,11,False,3.0,Percentage,25.2907564752302,0.252907564752302
18,10,James Maslow,Actor/Actress,Eliminated Week 10,29.0,3,3.0,0.2529075649013137,10,True,,Percentage,22.67429690206842,0.22674296902068422
18,10,Meryl Davis,Athlete,1st Place,30.0,3,1.0,0.2616285154151521,11,False,1.0,Percentage,26.16285155641637,0.2616285155641637
19,1,Alfonso Ribeiro,Actor/Actress,1st Place,36.0,4,1.0,0.0967741935483871,12,False,1.0,Percentage,9.677419355125274,0.09677419355125273
19,1,Antonio Sabato Jr.,Actor/Actress,Eliminated Week 7,25.0,4,10.0,0.0672043010752688,7,False,,Percentage,6.720430107813445,0.06720430107813445
19,1,Bethany Mota,Social Media Personality,Eliminated Week 11,32.0,4,3.0,0.086021505376344,11,False,,Percentage,8.602150537920965,0.08602150537920965
19,1,Betsey Johnson,Fashion Designer,Eliminated Week 4,20.0,4,13.0,0.053763440860215,4,False,,Percentage,5.913978493047569,0.05913978493047569
19,1,Janel Parrish,Actor/Actress,3rd Place,29.0,4,7.0,0.0779569892473118,12,False,3.0,Percentage,7.795698925017745,0.07795698925017745
19,1,Jonathan Bennett,Actor/Actress,Eliminated Week 6,30.0,4,6.0,0.0806451612903225,6,False,,Percentage,8.064516129318815,0.08064516129318815
19,1,Lea Thompson,Actor/Actress,Eliminated Week 9,32.0,4,3.0,0.086021505376344,9,False,,Percentage,8.602150537920965,0.08602150537920965
19,1,Lolo Jones,Athlete,Eliminated Week 1,22.0,4,12.0,0.0591397849462365,1,True,,Percentage,5.37634408444542,0.0537634408444542
19,1,Michael Waltrip,Racing Driver,Eliminated Week 8,25.0,4,10.0,0.0672043010752688,8,False,,Percentage,6.720430107813445,0.06720430107813445
19,1,Randy Couture,Athlete,Eliminated Week 3,31.0,4,5.0,0.0833333333333333,3,False,,Percentage,8.333333333619896,0.08333333333619895
19,1,Sadie Robertson,TV Personality,2nd Place,34.0,4,2.0,0.0913978494623656,12,False,2.0,Percentage,9.139784946523124,0.09139784946523123
19,1,Tavis Smiley,Radio Personality,Eliminated Week 2,29.0,4,7.0,0.0779569892473118,2,False,,Percentage,7.795698925017745,0.07795698925017745
19,1,Tommy Chong,Comedian,Eliminated Week 10,27.0,4,9.0,0.0725806451612903,10,False,,Percentage,7.258064516415595,0.07258064516415595
19,2,Alfonso Ribeiro,Actor/Actress,1st Place,32.0,4,4.0,0.0883977900552486,12,False,1.0,Percentage,8.8397790042831,0.088397790042831
19,2,Antonio Sabato Jr.,Actor/Actress,Eliminated Week 7,31.0,4,5.0,0.0856353591160221,7,False,,Percentage,8.56353591036045,0.0856353591036045
19,2,Bethany Mota,Social Media Personality,Eliminated Week 11,33.0,4,3.0,0.0911602209944751,11,False,,Percentage,9.11602209820575,0.0911602209820575
19,2,Betsey Johnson,Fashion Designer,Eliminated Week 4,28.0,4,8.0,0.0773480662983425,4,False,,Percentage,7.734806628592489,0.07734806628592489
19,2,Janel Parrish,Actor/Actress,3rd Place,34.0,4,2.0,0.0939226519337016,12,False,3.0,Percentage,9.3922651921284,0.093922651921284
19,2,Jonathan Bennett,Actor/Actress,Eliminated Week 6,30.0,4,7.0,0.0828729281767955,6,False,,Percentage,8.28729281643779,0.0828729281643779
19,2,Lea Thompson,Actor/Actress,Eliminated Week 9,35.0,4,1.0,0.0966850828729281,9,False,,Percentage,9.668508286051049,0.09668508286051049
19,2,Michael Waltrip,Racing Driver,Eliminated Week 8,24.0,4,12.0,0.0662983425414364,8,False,,Percentage,7.734806636043068,0.07734806636043068
19,2,Randy Couture,Athlete,Eliminated Week 3,28.0,4,8.0,0.0773480662983425,3,False,,Percentage,7.734806628592489,0.07734806628592489
19,2,Sadie Robertson,TV Personality,2nd Place,31.0,4,5.0,0.0856353591160221,12,False,2.0,Percentage,8.56353591036045,0.0856353591036045
19,2,Tavis Smiley,Radio Personality,Eliminated Week 2,28.0,4,8.0,0.0773480662983425,2,True,,Percentage,6.629834260352461,0.06629834260352462
19,2,Tommy Chong,Comedian,Eliminated Week 10,28.0,4,8.0,0.0773480662983425,10,False,,Percentage,7.734806628592489,0.07734806628592489
19,3,Alfonso Ribeiro,Actor/Actress,1st Place,32.0,4,4.0,0.0906515580736544,12,False,1.0,Percentage,9.06515580736544,0.09065155807365444
19,3,Antonio Sabato Jr.,Actor/Actress,Eliminated Week 7,29.0,4,8.0,0.0821529745042493,7,False,,Percentage,8.21529745042493,0.08215297450424934
19,3,Bethany Mota,Social Media Personality,Eliminated Week 11,40.0,4,1.0,0.1133144475920679,11,False,,Percentage,11.33144475920679,0.11331444759206794
19,3,Betsey Johnson,Fashion Designer,Eliminated Week 4,29.0,4,8.0,0.0821529745042493,4,False,,Percentage,8.21529745042493,0.08215297450424934
19,3,Janel Parrish,Actor/Actress,3rd Place,40.0,4,1.0,0.1133144475920679,12,False,3.0,Percentage,11.33144475920679,0.11331444759206794
19,3,Jonathan Bennett,Actor/Actress,Eliminated Week 6,32.0,4,4.0,0.0906515580736544,6,False,,Percentage,9.06515580736544,0.09065155807365444
19,3,Lea Thompson,Actor/Actress,Eliminated Week 9,31.0,4,7.0,0.0878186968838526,9,False,,Percentage,8.78186968838526,0.08781869688385265
19,3,Michael Waltrip,Racing Driver,Eliminated Week 8,28.0,4,10.0,0.0793201133144475,8,False,,Percentage,7.932011331444749,0.07932011331444752
19,3,Randy Couture,Athlete,Eliminated Week 3,26.0,4,11.0,0.0736543909348441,3,True,,Percentage,7.365439093484411,0.07365439093484413
19,3,Sadie Robertson,TV Personality,2nd Place,32.0,4,4.0,0.0906515580736544,12,False,2.0,Percentage,9.06515580736544,0.09065155807365444
19,3,Tommy Chong,Comedian,Eliminated Week 10,34.0,4,3.0,0.0963172804532577,10,False,,Percentage,9.63172804532577,0.09631728045325774
19,4,Alfonso Ribeiro,Actor/Actress,1st Place,40.0,4,1.0,0.125,12,False,1.0,Percentage,12.5,0.125
19,4,Antonio Sabato Jr.,Actor/Actress,Eliminated Week 7,29.0,4,6.0,0.090625,7,False,,Percentage,9.0625,0.090625
19,4,Bethany Mota,Social Media Personality,Eliminated Week 11,33.0,4,5.0,0.103125,11,False,,Percentage,10.3125,0.103125
19,4,Betsey Johnson,Fashion Designer,Eliminated Week 4,29.0,4,6.0,0.090625,4,True,,Percentage,7.1874999999999964,0.07187499999999997
19,4,Janel Parrish,Actor/Actress,3rd Place,36.0,4,4.0,0.1125,12,False,3.0,Percentage,11.25,0.1125
19,4,Jonathan Bennett,Actor/Actress,Eliminated Week 6,24.0,4,10.0,0.075,6,False,,Percentage,8.750000000000002,0.08750000000000002
19,4,Lea Thompson,Actor/Actress,Eliminated Week 9,39.0,4,2.0,0.121875,9,False,,Percentage,12.1875,0.121875
19,4,Michael Waltrip,Racing Driver,Eliminated Week 8,25.0,4,9.0,0.078125,8,False,,Percentage,8.4375,0.084375
19,4,Sadie Robertson,TV Personality,2nd Place,37.0,4,3.0,0.115625,12,False,2.0,Percentage,11.5625,0.115625
19,4,Tommy Chong,Comedian,Eliminated Week 10,28.0,4,8.0,0.0875,10,False,,Percentage,8.75,0.0875
19,5,Alfonso Ribeiro,Actor/Actress,1st Place,34.0,4,2.0,0.1287878787878787,12,False,1.0,Percentage,12.87878787878787,0.12878787878787876
19,5,Antonio Sabato Jr.,Actor/Actress,Eliminated Week 7,28.0,4,6.0,0.106060606060606,7,False,,Percentage,10.6060606060606,0.10606060606060605
19,5,Bethany Mota,Social Media Personality,Eliminated Week 11,32.0,4,5.0,0.1212121212121212,11,False,,Percentage,12.12121212121212,0.12121212121212124
19,5,Janel Parrish,Actor/Actress,3rd Place,33.0,4,4.0,0.125,12,False,3.0,Percentage,12.5,0.12500000000000006
19,5,Jonathan Bennett,Actor/Actress,Eliminated Week 6,24.0,4,7.0,0.0909090909090909,6,False,,Percentage,9.09090909090909,0.09090909090909094
19,5,Lea Thompson,Actor/Actress,Eliminated Week 9,34.0,4,2.0,0.1287878787878787,9,False,,Percentage,12.87878787878787,0.12878787878787876
19,5,Michael Waltrip,Racing Driver,Eliminated Week 8,20.0,4,9.0,0.0757575757575757,8,False,,Percentage,7.575757575757571,0.07575757575757575
19,5,Sadie Robertson,TV Personality,2nd Place,36.0,4,1.0,0.1363636363636363,12,False,2.0,Percentage,13.63636363636363,0.13636363636363635
19,5,Tommy Chong,Comedian,Eliminated Week 10,23.0,4,8.0,0.0871212121212121,10,False,,Percentage,8.71212121212121,0.08712121212121213
19,6,Alfonso Ribeiro,Actor/Actress,1st Place,39.0,4,1.0,0.1331058020477815,12,False,1.0,Percentage,13.310580214712262,0.13310580214712261
19,6,Antonio Sabato Jr.,Actor/Actress,Eliminated Week 7,28.0,4,8.0,0.0955631399317406,7,False,,Percentage,10.466439115512909,0.10466439115512907
19,6,Bethany Mota,Social Media Personality,Eliminated Week 11,36.0,4,2.0,0.1228668941979522,11,False,,Percentage,12.286689429729332,0.1228668942972933
19,6,Janel Parrish,Actor/Actress,3rd Place,33.0,4,4.0,0.1126279863481228,12,False,3.0,Percentage,11.262798644746391,0.1126279864474639
19,6,Jonathan Bennett,Actor/Actress,Eliminated Week 6,32.0,4,5.0,0.1092150170648464,6,True,,Percentage,9.101251402202324,0.09101251402202323
19,6,Lea Thompson,Actor/Actress,Eliminated Week 9,32.0,4,5.0,0.1092150170648464,9,False,,Percentage,10.921501716418751,0.1092150171641875
19,6,Michael Waltrip,Racing Driver,Eliminated Week 8,30.0,4,7.0,0.1023890784982935,8,False,,Percentage,10.238907859763462,0.1023890785976346
19,6,Sadie Robertson,TV Personality,2nd Place,35.0,4,3.0,0.1194539249146757,12,False,2.0,Percentage,11.945392501401685,0.11945392501401683
19,6,Tommy Chong,Comedian,Eliminated Week 10,28.0,4,8.0,0.0955631399317406,10,False,,Percentage,10.466439115512904,0.10466439115512902
19,7,Alfonso Ribeiro,Actor/Actress,1st Place,34.0,4,3.0,0.1315280464216634,12,False,1.0,Percentage,13.152804642166345,0.13152804642166344
19,7,Antonio Sabato Jr.,Actor/Actress,Eliminated Week 7,29.5,4,7.0,0.1141199226305609,7,True,,Percentage,10.831721470019344,0.10831721470019344
19,7,Bethany Mota,Social Media Personality,Eliminated Week 11,37.5,4,1.0,0.1450676982591876,11,False,,Percentage,14.506769825918768,0.1450676982591877
19,7,Janel Parrish,Actor/Actress,3rd Place,33.5,4,4.0,0.1295938104448742,12,False,3.0,Percentage,12.959381044487426,0.12959381044487425
19,7,Lea Thompson,Actor/Actress,Eliminated Week 9,35.0,4,2.0,0.1353965183752417,9,False,,Percentage,13.539651837524174,0.13539651837524175
19,7,Michael Waltrip,Racing Driver,Eliminated Week 8,28.0,4,8.0,0.1083172147001934,8,False,,Percentage,11.411992263056092,0.11411992263056092
19,7,Sadie Robertson,TV Personality,2nd Place,31.0,4,5.0,0.1199226305609284,12,False,2.0,Percentage,11.992263056092844,0.11992263056092843
19,7,Tommy Chong,Comedian,Eliminated Week 10,30.0,4,6.0,0.11605415860735,10,False,,Percentage,11.605415860735002,0.11605415860735002
19,8,Alfonso Ribeiro,Actor/Actress,1st Place,41.0,4,2.0,0.1653225806451612,12,False,1.0,Percentage,16.53225806451612,0.16532258064516125
19,8,Bethany Mota,Social Media Personality,Eliminated Week 11,40.0,4,3.0,0.1612903225806451,11,False,,Percentage,16.12903225806451,0.16129032258064513
19,8,Janel Parrish,Actor/Actress,3rd Place,43.0,4,1.0,0.1733870967741935,12,False,3.0,Percentage,17.338709677419352,0.17338709677419356
19,8,Lea Thompson,Actor/Actress,Eliminated Week 9,32.0,4,5.0,0.1290322580645161,9,False,,Percentage,12.90322580645161,0.12903225806451615
19,8,Michael Waltrip,Racing Driver,Eliminated Week 8,25.0,4,7.0,0.1008064516129032,8,True,,Percentage,10.08064516129032,0.10080645161290323
19,8,Sadie Robertson,TV Personality,2nd Place,38.0,4,4.0,0.1532258064516129,12,False,2.0,Percentage,15.32258064516129,0.15322580645161293
19,8,Tommy Chong,Comedian,Eliminated Week 10,29.0,4,6.0,0.1169354838709677,10,False,,Percentage,11.693548387096769,0.11693548387096772
19,9,Alfonso Ribeiro,Actor/Actress,1st Place,38.5,4,1.0,0.1799065420560747,12,False,1.0,Percentage,17.990654205607473,0.17990654205607473
19,9,Bethany Mota,Social Media Personality,Eliminated Week 11,37.0,4,3.0,0.1728971962616822,11,False,,Percentage,17.289719626168225,0.17289719626168223
19,9,Janel Parrish,Actor/Actress,3rd Place,38.5,4,1.0,0.1799065420560747,12,False,3.0,Percentage,17.990654205607473,0.17990654205607473
19,9,Lea Thompson,Actor/Actress,Eliminated Week 9,35.0,4,5.0,0.1635514018691588,9,True,,Percentage,13.31775700934578,0.1331775700934578
19,9,Sadie Robertson,TV Personality,2nd Place,36.5,4,4.0,0.1705607476635514,12,False,2.0,Percentage,17.05607476635514,0.17056074766355142
19,9,Tommy Chong,Comedian,Eliminated Week 10,28.5,4,6.0,0.1331775700934579,10,False,,Percentage,16.3551401869159,0.163551401869159
19,10,Alfonso Ribeiro,Actor/Actress,1st Place,37.5,4,3.0,0.2054794520547945,12,False,1.0,Percentage,20.54794520547945,0.20547945205479454
19,10,Bethany Mota,Social Media Personality,Eliminated Week 11,38.0,4,2.0,0.2082191780821917,11,False,,Percentage,20.82191780821917,0.20821917808219173
19,10,Janel Parrish,Actor/Actress,3rd Place,39.0,4,1.0,0.2136986301369863,12,False,3.0,Percentage,21.36986301369863,0.21369863013698634
19,10,Sadie Robertson,TV Personality,2nd Place,37.0,4,4.0,0.2027397260273972,12,False,2.0,Percentage,20.27397260273972,0.2027397260273972
19,10,Tommy Chong,Comedian,Eliminated Week 10,31.0,4,5.0,0.1698630136986301,10,True,,Percentage,16.98630136986301,0.16986301369863013
19,11,Alfonso Ribeiro,Actor/Actress,1st Place,40.0,4,1.0,0.255864084998049,12,False,1.0,Percentage,25.586408499804904,0.255864084998049
19,11,Bethany Mota,Social Media Personality,Eliminated Week 11,38.0,4,4.0,0.2430708807481466,11,True,,Percentage,24.307088074814654,0.24307088074814653
19,11,Janel Parrish,Actor/Actress,3rd Place,38.9998,4,3.0,0.2494662035526728,12,False,3.0,Percentage,24.94662035526728,0.24946620355267282
19,11,Sadie Robertson,TV Personality,2nd Place,39.333200000000005,4,2.0,0.2515988307011316,12,False,2.0,Percentage,25.15988307011316,0.2515988307011316
20,1,Charlotte McKinney,Model,Eliminated Week 3,22.0,4,11.0,0.0691823899371069,3,False,,Percentage,6.91823899371069,0.06918238993710696
20,1,Chris Soules,TV Personality,Eliminated Week 8,26.0,4,5.0,0.0817610062893081,8,False,,Percentage,8.17610062893081,0.08176100628930816
20,1,Michael Sam,Athlete,Eliminated Week 4,26.0,4,5.0,0.0817610062893081,4,False,,Percentage,8.17610062893081,0.08176100628930816
20,1,Nastia Liukin,Athlete,Eliminated Week 9,30.0,4,3.0,0.0943396226415094,9,False,,Percentage,9.43396226415094,0.09433962264150947
20,1,Noah Galloway,Motivational Speaker,3rd Place,26.0,4,5.0,0.0817610062893081,11,False,3.0,Percentage,8.17610062893081,0.08176100628930816
20,1,Patti LaBelle,Singer/Rapper,Eliminated Week 6,25.0,4,8.0,0.0786163522012578,6,False,,Percentage,7.86163522012578,0.07861635220125786
20,1,Redfoo,Singer/Rapper,Eliminated Week 2,22.0,4,11.0,0.0691823899371069,2,False,,Percentage,6.91823899371069,0.06918238993710696
20,1,Riker Lynch,Actor/Actress,2nd Place,31.0,4,2.0,0.0974842767295597,11,False,2.0,Percentage,9.74842767295597,0.09748427672955977
20,1,Robert Herjavec,Entrepreneur,Eliminated Week 8,28.0,4,4.0,0.0880503144654088,8,False,,Percentage,8.80503144654088,0.08805031446540887
20,1,Rumer Willis,Actor/Actress,1st Place,32.0,4,1.0,0.10062893081761,11,False,1.0,Percentage,10.062893081761,0.10062893081761008
20,1,Suzanne Somers,Actor/Actress,Eliminated Week 5,25.0,4,8.0,0.0786163522012578,5,False,,Percentage,7.86163522012578,0.07861635220125786
20,1,Willow Shields,Actor/Actress,Eliminated Week 7,25.0,4,8.0,0.0786163522012578,7,False,,Percentage,7.86163522012578,0.07861635220125786
20,2,Charlotte McKinney,Model,Eliminated Week 3,26.0,4,11.0,0.0749279538904899,3,False,,Percentage,7.49279537911489,0.0749279537911489
20,2,Chris Soules,TV Personality,Eliminated Week 8,21.0,4,12.0,0.0605187319884726,8,False,,Percentage,8.933717569316578,0.08933717569316578
20,2,Michael Sam,Athlete,Eliminated Week 4,28.0,4,6.0,0.0806916426512968,4,False,,Percentage,8.069164215459148,0.08069164215459149
20,2,Nastia Liukin,Athlete,Eliminated Week 9,34.0,4,1.0,0.0979827089337175,9,False,,Percentage,9.798270843701216,0.09798270843701216
20,2,Noah Galloway,Motivational Speaker,3rd Place,27.0,4,10.0,0.0778097982708933,11,False,3.0,Percentage,7.780979777418796,0.07780979777418796
20,2,Patti LaBelle,Singer/Rapper,Eliminated Week 6,28.0,4,6.0,0.0806916426512968,6,False,,Percentage,8.069164215459148,0.08069164215459149
20,2,Redfoo,Singer/Rapper,Eliminated Week 2,31.0,4,5.0,0.0893371757925072,2,True,,Percentage,6.051873188913188,0.06051873188913188
20,2,Riker Lynch,Actor/Actress,2nd Place,32.0,4,2.0,0.0922190201729106,11,False,2.0,Percentage,9.221901967620528,0.09221901967620529
20,2,Robert Herjavec,Entrepreneur,Eliminated Week 8,28.0,4,6.0,0.0806916426512968,8,False,,Percentage,8.069164334668438,0.08069164334668438
20,2,Rumer Willis,Actor/Actress,1st Place,32.0,4,2.0,0.0922190201729106,11,False,1.0,Percentage,9.221902086829816,0.09221902086829817
20,2,Suzanne Somers,Actor/Actress,Eliminated Week 5,28.0,4,6.0,0.0806916426512968,5,False,,Percentage,8.069164334668438,0.08069164334668438
20,2,Willow Shields,Actor/Actress,Eliminated Week 7,32.0,4,2.0,0.0922190201729106,7,False,,Percentage,9.221902086829816,0.09221902086829817
20,3,Charlotte McKinney,Model,Eliminated Week 3,22.0,4,10.0,0.0702875399361022,3,True,,Percentage,7.028753993610221,0.07028753993610223
20,3,Chris Soules,TV Personality,Eliminated Week 8,28.0,4,7.0,0.0894568690095846,8,False,,Percentage,8.94568690095846,0.08945686900958463
20,3,Michael Sam,Athlete,Eliminated Week 4,24.0,4,9.0,0.0766773162939297,4,False,,Percentage,7.66773162939297,0.07667731629392972
20,3,Nastia Liukin,Athlete,Eliminated Week 9,34.0,4,1.0,0.108626198083067,9,False,,Percentage,10.8626198083067,0.10862619808306703
