season,week,celebrity_name,results,total_judge_score,judge_rank,judge_percent,eliminated_week_num,is_eliminated,estimated_fan_metric,estimated_fan_support,scoring_method
18,6,Charlie White,Eliminated Week 9,36,3,0.127659574,9,FALSE,0.125,0.125,percent
18,6,Danica McKellar,Eliminated Week 8,36,3,0.127659574,8,FALSE,0.125,0.125,percent
18,6,Drew Carey,Eliminated Week 6,32,7,0.113475177,6,TRUE,0.125,0.125,percent
18,6,James Maslow,Eliminated Week 10,35,5,0.124113475,10,FALSE,0.125,0.125,percent
18,6,Meryl Davis,1st Place,40,1,0.141843972,11,FALSE,0.125,0.125,percent
18,6,NeNe Leakes,Eliminated Week 7,33,6,0.117021277,7,FALSE,0.125,0.125,percent
18,7,Amy Purdy,2nd Place,37.5,2,0.148221344,11,FALSE,0.142857143,0.142857143,percent
18,7,Candace Cameron Bure,3rd Place,37,3,0.146245059,11,FALSE,0.142857143,0.142857143,percent
18,7,Charlie White,Eliminated Week 9,35.5,5,0.140316206,9,FALSE,0.142857143,0.142857143,percent
18,7,Danica McKellar,Eliminated Week 8,36,4,0.14229249,8,FALSE,0.142857143,0.142857143,percent
18,7,James Maslow,Eliminated Week 10,35,6,0.138339921,10,FALSE,0.142857143,0.142857143,percent
18,7,Meryl Davis,1st Place,39,1,0.154150198,11,FALSE,0.142857143,0.142857143,percent
18,7,NeNe Leakes,Eliminated Week 7,33,7,0.130434783,7,TRUE,0.142857143,0.142857143,percent
18,8,Amy Purdy,2nd Place,40,1,0.17699115,11,FALSE,0.166666667,0.166666667,percent
18,8,Candace Cameron Bure,3rd Place,36,4,0.159292035,11,FALSE,0.168879056,0.168879056,percent
18,8,Charlie White,Eliminated Week 9,40,1,0.17699115,9,FALSE,0.166666667,0.166666667,percent
18,8,Danica McKellar,Eliminated Week 8,38,3,0.168141593,8,TRUE,0.160029499,0.160029499,percent
18,8,James Maslow,Eliminated Week 10,36,4,0.159292035,10,FALSE,0.168879056,0.168879056,percent
18,8,Meryl Davis,1st Place,36,4,0.159292035,11,FALSE,0.168879056,0.168879056,percent
18,9,Amy Purdy,2nd Place,39,2,0.204188482,11,FALSE,0.2,0.2,percent
18,9,Candace Cameron Bure,3rd Place,36,5,0.188481675,11,FALSE,0.205235602,0.205235602,percent
18,9,Charlie White,Eliminated Week 9,38,3,0.19895288,9,TRUE,0.194764398,0.194764398,percent
18,9,James Maslow,Eliminated Week 10,38,3,0.19895288,10,FALSE,0.2,0.2,percent
18,9,Meryl Davis,1st Place,40,1,0.209424084,11,FALSE,0.2,0.2,percent
18,10,Amy Purdy,2nd Place,29.6666,2,0.258720951,11,FALSE,0.25,0.25,percent
18,10,Candace Cameron Bure,3rd Place,25.9998,4,0.226742969,11,FALSE,0.263082298,0.263082298,percent
18,10,James Maslow,Eliminated Week 10,29,3,0.252907565,10,TRUE,0.236917702,0.236917702,percent
18,10,Meryl Davis,1st Place,30,1,0.261628515,11,FALSE,0.25,0.25,percent
19,1,Alfonso Ribeiro,1st Place,36,1,0.096774194,12,FALSE,0.076923077,0.076923077,percent
19,1,Antonio Sabato Jr.,Eliminated Week 7,25,10,0.067204301,7,FALSE,0.076923077,0.076923077,percent
19,1,Bethany Mota,Eliminated Week 11,32,3,0.086021505,11,FALSE,0.076923077,0.076923077,percent
19,1,Betsey Johnson,Eliminated Week 4,20,13,0.053763441,4,FALSE,0.079611249,0.079611249,percent
19,1,Janel Parrish,3rd Place,29,7,0.077956989,12,FALSE,0.076923077,0.076923077,percent
19,1,Jonathan Bennett,Eliminated Week 6,30,6,0.080645161,6,FALSE,0.076923077,0.076923077,percent
19,1,Lea Thompson,Eliminated Week 9,32,3,0.086021505,9,FALSE,0.076923077,0.076923077,percent
19,1,Lolo Jones,Eliminated Week 1,22,12,0.059139785,1,TRUE,0.074234905,0.074234905,percent
19,1,Michael Waltrip,Eliminated Week 8,25,10,0.067204301,8,FALSE,0.076923077,0.076923077,percent
19,1,Randy Couture,Eliminated Week 3,31,5,0.083333333,3,FALSE,0.076923077,0.076923077,percent
19,1,Sadie Robertson,2nd Place,34,2,0.091397849,12,FALSE,0.076923077,0.076923077,percent
19,1,Tavis Smiley,Eliminated Week 2,29,7,0.077956989,2,FALSE,0.076923077,0.076923077,percent
19,1,Tommy Chong,Eliminated Week 10,27,9,0.072580645,10,FALSE,0.076923077,0.076923077,percent
19,2,Alfonso Ribeiro,1st Place,32,4,0.08839779,12,FALSE,0.083333333,0.083333333,percent
19,2,Antonio Sabato Jr.,Eliminated Week 7,31,5,0.085635359,7,FALSE,0.083333333,0.083333333,percent
19,2,Bethany Mota,Eliminated Week 11,33,3,0.091160221,11,FALSE,0.083333333,0.083333333,percent
19,2,Betsey Johnson,Eliminated Week 4,28,8,0.077348066,4,FALSE,0.083333333,0.083333333,percent
19,2,Janel Parrish,3rd Place,34,2,0.093922652,12,FALSE,0.083333333,0.083333333,percent
19,2,Jonathan Bennett,Eliminated Week 6,30,7,0.082872928,6,FALSE,0.083333333,0.083333333,percent
19,2,Lea Thompson,Eliminated Week 9,35,1,0.096685083,9,FALSE,0.083333333,0.083333333,percent
19,2,Michael Waltrip,Eliminated Week 8,24,12,0.066298343,8,FALSE,0.088858195,0.088858195,percent
19,2,Randy Couture,Eliminated Week 3,28,8,0.077348066,3,FALSE,0.083333333,0.083333333,percent
19,2,Sadie Robertson,2nd Place,31,5,0.085635359,12,FALSE,0.083333333,0.083333333,percent
19,2,Tavis Smiley,Eliminated Week 2,28,8,0.077348066,2,TRUE,0.077808471,0.077808471,percent
19,2,Tommy Chong,Eliminated Week 10,28,8,0.077348066,10,FALSE,0.083333333,0.083333333,percent
19,3,Alfonso Ribeiro,1st Place,32,4,0.090651558,12,FALSE,0.090909091,0.090909091,percent
19,3,Antonio Sabato Jr.,Eliminated Week 7,29,8,0.082152975,7,FALSE,0.090909091,0.090909091,percent
19,3,Bethany Mota,Eliminated Week 11,40,1,0.113314448,11,FALSE,0.090909091,0.090909091,percent
19,3,Betsey Johnson,Eliminated Week 4,29,8,0.082152975,4,FALSE,0.090909091,0.090909091,percent
19,3,Janel Parrish,3rd Place,40,1,0.113314448,12,FALSE,0.090909091,0.090909091,percent
19,3,Jonathan Bennett,Eliminated Week 6,32,4,0.090651558,6,FALSE,0.090909091,0.090909091,percent
19,3,Lea Thompson,Eliminated Week 9,31,7,0.087818697,9,FALSE,0.090909091,0.090909091,percent
19,3,Michael Waltrip,Eliminated Week 8,28,10,0.079320113,8,FALSE,0.090909091,0.090909091,percent
19,3,Randy Couture,Eliminated Week 3,26,11,0.073654391,3,TRUE,0.090909091,0.090909091,percent
19,3,Sadie Robertson,2nd Place,32,4,0.090651558,12,FALSE,0.090909091,0.090909091,percent
19,3,Tommy Chong,Eliminated Week 10,34,3,0.09631728,10,FALSE,0.090909091,0.090909091,percent
19,4,Alfonso Ribeiro,1st Place,40,1,0.125,12,FALSE,0.1,0.1,percent
19,4,Antonio Sabato Jr.,Eliminated Week 7,29,6,0.090625,7,FALSE,0.1,0.1,percent
19,4,Bethany Mota,Eliminated Week 11,33,5,0.103125,11,FALSE,0.1,0.1,percent
19,4,Betsey Johnson,Eliminated Week 4,29,6,0.090625,4,TRUE,0.090625,0.090625,percent
19,4,Janel Parrish,3rd Place,36,4,0.1125,12,FALSE,0.1,0.1,percent
19,4,Jonathan Bennett,Eliminated Week 6,24,10,0.075,6,FALSE,0.10625,0.10625,percent
19,4,Lea Thompson,Eliminated Week 9,39,2,0.121875,9,FALSE,0.1,0.1,percent
19,4,Michael Waltrip,Eliminated Week 8,25,9,0.078125,8,FALSE,0.103125,0.103125,percent
19,4,Sadie Robertson,2nd Place,37,3,0.115625,12,FALSE,0.1,0.1,percent
19,4,Tommy Chong,Eliminated Week 10,28,8,0.0875,10,FALSE,0.1,0.1,percent
19,5,Alfonso Ribeiro,1st Place,34,2,0.128787879,12,FALSE,0.111111111,0.111111111,percent
19,5,Antonio Sabato Jr.,Eliminated Week 7,28,6,0.106060606,7,FALSE,0.111111111,0.111111111,percent
19,5,Bethany Mota,Eliminated Week 11,32,5,0.121212121,11,FALSE,0.111111111,0.111111111,percent
19,5,Janel Parrish,3rd Place,33,4,0.125,12,FALSE,0.111111111,0.111111111,percent
19,5,Jonathan Bennett,Eliminated Week 6,24,7,0.090909091,6,FALSE,0.111111111,0.111111111,percent
19,5,Lea Thompson,Eliminated Week 9,34,2,0.128787879,9,FALSE,0.111111111,0.111111111,percent
19,5,Michael Waltrip,Eliminated Week 8,20,9,0.075757576,8,FALSE,0.111111111,0.111111111,percent
19,5,Sadie Robertson,2nd Place,36,1,0.136363636,12,FALSE,0.111111111,0.111111111,percent
19,5,Tommy Chong,Eliminated Week 10,23,8,0.087121212,10,FALSE,0.111111111,0.111111111,percent
19,6,Alfonso Ribeiro,1st Place,39,1,0.133105802,12,FALSE,0.111111111,0.111111111,percent
19,6,Antonio Sabato Jr.,Eliminated Week 7,28,8,0.09556314,7,FALSE,0.115661737,0.115661737,percent
19,6,Bethany Mota,Eliminated Week 11,36,2,0.122866894,11,FALSE,0.111111111,0.111111111,percent
19,6,Janel Parrish,3rd Place,33,4,0.112627986,12,FALSE,0.111111111,0.111111111,percent
19,6,Jonathan Bennett,Eliminated Week 6,32,5,0.109215017,6,TRUE,0.10200986,0.10200986,percent
19,6,Lea Thompson,Eliminated Week 9,32,5,0.109215017,9,FALSE,0.111111111,0.111111111,percent
19,6,Michael Waltrip,Eliminated Week 8,30,7,0.102389078,8,FALSE,0.111111111,0.111111111,percent
19,6,Sadie Robertson,2nd Place,35,3,0.119453925,12,FALSE,0.111111111,0.111111111,percent
19,6,Tommy Chong,Eliminated Week 10,28,8,0.09556314,10,FALSE,0.115661737,0.115661737,percent
19,7,Alfonso Ribeiro,1st Place,34,3,0.131528046,12,FALSE,0.125,0.125,percent
19,7,Antonio Sabato Jr.,Eliminated Week 7,29.5,7,0.114119923,7,TRUE,0.122098646,0.122098646,percent
19,7,Bethany Mota,Eliminated Week 11,37.5,1,0.145067698,11,FALSE,0.125,0.125,percent
19,7,Janel Parrish,3rd Place,33.5,4,0.12959381,12,FALSE,0.125,0.125,percent
19,7,Lea Thompson,Eliminated Week 9,35,2,0.135396518,9,FALSE,0.125,0.125,percent
19,7,Michael Waltrip,Eliminated Week 8,28,8,0.108317215,8,FALSE,0.127901354,0.127901354,percent
19,7,Sadie Robertson,2nd Place,31,5,0.119922631,12,FALSE,0.125,0.125,percent
19,7,Tommy Chong,Eliminated Week 10,30,6,0.116054159,10,FALSE,0.125,0.125,percent
19,8,Alfonso Ribeiro,1st Place,41,2,0.165322581,12,FALSE,0.142857143,0.142857143,percent
19,8,Bethany Mota,Eliminated Week 11,40,3,0.161290323,11,FALSE,0.142857143,0.142857143,percent
19,8,Janel Parrish,3rd Place,43,1,0.173387097,12,FALSE,0.142857143,0.142857143,percent
19,8,Lea Thompson,Eliminated Week 9,32,5,0.129032258,9,FALSE,0.142857143,0.142857143,percent
19,8,Michael Waltrip,Eliminated Week 8,25,7,0.100806452,8,TRUE,0.142857143,0.142857143,percent
19,8,Sadie Robertson,2nd Place,38,4,0.153225806,12,FALSE,0.142857143,0.142857143,percent
19,8,Tommy Chong,Eliminated Week 10,29,6,0.116935484,10,FALSE,0.142857143,0.142857143,percent
19,9,Alfonso Ribeiro,1st Place,38.5,1,0.179906542,12,FALSE,0.166666667,0.166666667,percent
19,9,Bethany Mota,Eliminated Week 11,37,3,0.172897196,11,FALSE,0.166666667,0.166666667,percent
19,9,Janel Parrish,3rd Place,38.5,1,0.179906542,12,FALSE,0.166666667,0.166666667,percent
19,9,Lea Thompson,Eliminated Week 9,35,5,0.163551402,9,TRUE,0.151479751,0.151479751,percent
19,9,Sadie Robertson,2nd Place,36.5,4,0.170560748,12,FALSE,0.166666667,0.166666667,percent
19,9,Tommy Chong,Eliminated Week 10,28.5,6,0.13317757,10,FALSE,0.181853583,0.181853583,percent
19,10,Alfonso Ribeiro,1st Place,37.5,3,0.205479452,12,FALSE,0.2,0.2,percent
19,10,Bethany Mota,Eliminated Week 11,38,2,0.208219178,11,FALSE,0.2,0.2,percent
19,10,Janel Parrish,3rd Place,39,1,0.21369863,12,FALSE,0.2,0.2,percent
19,10,Sadie Robertson,2nd Place,37,4,0.202739726,12,FALSE,0.2,0.2,percent
19,10,Tommy Chong,Eliminated Week 10,31,5,0.169863014,10,TRUE,0.2,0.2,percent
19,11,Alfonso Ribeiro,1st Place,40,1,0.255864085,12,FALSE,0.25,0.25,percent
19,11,Bethany Mota,Eliminated Week 11,38,4,0.243070881,11,TRUE,0.25,0.25,percent
19,11,Janel Parrish,3rd Place,38.9998,3,0.249466204,12,FALSE,0.25,0.25,percent
19,11,Sadie Robertson,2nd Place,39.3332,2,0.251598831,12,FALSE,0.25,0.25,percent
20,1,Charlotte McKinney,Eliminated Week 3,22,11,0.06918239,3,FALSE,0.083333333,0.083333333,percent
20,1,Chris Soules,Eliminated Week 8,26,5,0.081761006,8,FALSE,0.083333333,0.083333333,percent
20,1,Michael Sam,Eliminated Week 4,26,5,0.081761006,4,FALSE,0.083333333,0.083333333,percent
20,1,Nastia Liukin,Eliminated Week 9,30,3,0.094339623,9,FALSE,0.083333333,0.083333333,percent
20,1,Noah Galloway,3rd Place,26,5,0.081761006,11,FALSE,0.083333333,0.083333333,percent
20,1,Patti LaBelle,Eliminated Week 6,25,8,0.078616352,6,FALSE,0.083333333,0.083333333,percent
20,1,Redfoo,Eliminated Week 2,22,11,0.06918239,2,FALSE,0.083333333,0.083333333,percent
20,1,Riker Lynch,2nd Place,31,2,0.097484277,11,FALSE,0.083333333,0.083333333,percent
20,1,Robert Herjavec,Eliminated Week 8,28,4,0.088050314,8,FALSE,0.083333333,0.083333333,percent
20,1,Rumer Willis,1st Place,32,1,0.100628931,11,FALSE,0.083333333,0.083333333,percent
20,1,Suzanne Somers,Eliminated Week 5,25,8,0.078616352,5,FALSE,0.083333333,0.083333333,percent
20,1,Willow Shields,Eliminated Week 7,25,8,0.078616352,7,FALSE,0.083333333,0.083333333,percent
20,2,Charlotte McKinney,Eliminated Week 3,26,11,0.074927954,3,FALSE,0.083333333,0.083333333,percent
20,2,Chris Soules,Eliminated Week 8,21,12,0.060518732,8,FALSE,0.097742555,0.097742555,percent
20,2,Michael Sam,Eliminated Week 4,28,6,0.080691643,4,FALSE,0.083333333,0.083333333,percent
20,2,Nastia Liukin,Eliminated Week 9,34,1,0.097982709,9,FALSE,0.083333333,0.083333333,percent
20,2,Noah Galloway,3rd Place,27,10,0.077809798,11,FALSE,0.083333333,0.083333333,percent
20,2,Patti LaBelle,Eliminated Week 6,28,6,0.080691643,6,FALSE,0.083333333,0.083333333,percent
20,2,Redfoo,Eliminated Week 2,31,5,0.089337176,2,TRUE,0.068924111,0.068924111,percent
20,2,Riker Lynch,2nd Place,32,2,0.09221902,11,FALSE,0.083333333,0.083333333,percent
20,2,Robert Herjavec,Eliminated Week 8,28,6,0.080691643,8,FALSE,0.083333333,0.083333333,percent
20,2,Rumer Willis,1st Place,32,2,0.09221902,11,FALSE,0.083333333,0.083333333,percent
20,2,Suzanne Somers,Eliminated Week 5,28,6,0.080691643,5,FALSE,0.083333333,0.083333333,percent
20,2,Willow Shields,Eliminated Week 7,32,2,0.09221902,7,FALSE,0.083333333,0.083333333,percent
20,3,Charlotte McKinney,Eliminated Week 3,22,10,0.07028754,3,TRUE,0.090909091,0.090909091,percent
20,3,Chris Soules,Eliminated Week 8,28,7,0.089456869,8,FALSE,0.090909091,0.090909091,percent
20,3,Michael Sam,Eliminated Week 4,24,9,0.076677316,4,FALSE,0.090909091,0.090909091,percent
20,3,Nastia Liukin,Eliminated Week 9,34,1,0.108626198,9,FALSE,0.090909091,0.090909091,percent
20,3,Noah Galloway,3rd Place,30,5,0.095846645,11,FALSE,0.090909091,0.090909091,percent
20,3,Patti LaBelle,Eliminated Week 6,22,10,0.07028754,6,FALSE,0.090909091,0.090909091,percent
20,3,Riker Lynch,2nd Place,34,1,0.108626198,11,FALSE,0.090909091,0.090909091,percent
20,3,Robert Herjavec,Eliminated Week 8,29,6,0.092651757,8,FALSE,0.090909091,0.090909091,percent
20,3,Rumer Willis,1st Place,33,3,0.10543131,11,FALSE,0.090909091,0.090909091,percent
20,3,Suzanne Somers,Eliminated Week 5,25,8,0.079872204,5,FALSE,0.090909091,0.090909091,percent
20,3,Willow Shields,Eliminated Week 7,32,4,0.102236422,7,FALSE,0.090909091,0.090909091,percent
20,4,Chris Soules,Eliminated Week 8,27,10,0.083076923,8,FALSE,0.104102564,0.104102564,percent
20,4,Michael Sam,Eliminated Week 4,30,7,0.092307692,4,TRUE,0.094871795,0.094871795,percent
20,4,Nastia Liukin,Eliminated Week 9,36,2,0.110769231,9,FALSE,0.1,0.1,percent
20,4,Noah Galloway,3rd Place,32,6,0.098461538,11,FALSE,0.1,0.1,percent
20,4,Patti LaBelle,Eliminated Week 6,30,7,0.092307692,6,FALSE,0.1,0.1,percent
20,4,Riker Lynch,2nd Place,34,4,0.104615385,11,FALSE,0.1,0.1,percent
20,4,Robert Herjavec,Eliminated Week 8,34,4,0.104615385,8,FALSE,0.1,0.1,percent
20,4,Rumer Willis,1st Place,35,3,0.107692308,11,FALSE,0.1,0.1,percent
20,4,Suzanne Somers,Eliminated Week 5,28,9,0.086153846,5,FALSE,0.101025641,0.101025641,percent
20,4,Willow Shields,Eliminated Week 7,39,1,0.12,7,FALSE,0.1,0.1,percent
20,5,Chris Soules,Eliminated Week 8,27,7,0.09540636,8,FALSE,0.111111111,0.111111111,percent
20,5,Nastia Liukin,Eliminated Week 9,38,2,0.134275618,9,FALSE,0.111111111,0.111111111,percent
20,5,Noah Galloway,3rd Place,28,5,0.098939929,11,FALSE,0.111111111,0.111111111,percent
20,5,Patti LaBelle,Eliminated Week 6,27,7,0.09540636,6,FALSE,0.111111111,0.111111111,percent
20,5,Riker Lynch,2nd Place,38,2,0.134275618,11,FALSE,0.111111111,0.111111111,percent
20,5,Robert Herjavec,Eliminated Week 8,24,9,0.084805654,8,FALSE,0.118178249,0.118178249,percent
20,5,Rumer Willis,1st Place,39,1,0.137809187,11,FALSE,0.111111111,0.111111111,percent
20,5,Suzanne Somers,Eliminated Week 5,28,5,0.098939929,5,TRUE,0.104043973,0.104043973,percent
20,5,Willow Shields,Eliminated Week 7,34,4,0.120141343,7,FALSE,0.111111111,0.111111111,percent
20,6,Chris Soules,Eliminated Week 8,35,5,0.123674912,8,FALSE,0.125,0.125,percent
20,6,Nastia Liukin,Eliminated Week 9,36.5,2,0.128975265,9,FALSE,0.125,0.125,percent
20,6,Noah Galloway,3rd Place,34,6,0.120141343,11,FALSE,0.125,0.125,percent
20,6,Patti LaBelle,Eliminated Week 6,34,6,0.120141343,6,TRUE,0.124116608,0.124116608,percent
20,6,Riker Lynch,2nd Place,38,1,0.134275618,11,FALSE,0.125,0.125,percent
20,6,Robert Herjavec,Eliminated Week 8,33.5,8,0.118374558,8,FALSE,0.125883392,0.125883392,percent
20,6,Rumer Willis,1st Place,35.5,4,0.125441696,11,FALSE,0.125,0.125,percent
20,6,Willow Shields,Eliminated Week 7,36.5,2,0.128975265,7,FALSE,0.125,0.125,percent
20,7,Chris Soules,Eliminated Week 8,31,6,0.122047244,8,FALSE,0.153355831,0.153355831,percent
20,7,Nastia Liukin,Eliminated Week 9,41,1,0.161417323,9,FALSE,0.142857143,0.142857143,percent
20,7,Noah Galloway,3rd Place,38,3,0.149606299,11,FALSE,0.142857143,0.142857143,percent
20,7,Riker Lynch,2nd Place,37,4,0.145669291,11,FALSE,0.142857143,0.142857143,percent
20,7,Robert Herjavec,Eliminated Week 8,31,6,0.122047244,8,FALSE,0.153355831,0.153355831,percent
20,7,Rumer Willis,1st Place,37,4,0.145669291,11,FALSE,0.142857143,0.142857143,percent
20,7,Willow Shields,Eliminated Week 7,39,2,0.153543307,7,TRUE,0.121859768,0.121859768,percent
20,8,Chris Soules,Eliminated Week 8,32,4,0.151300236,8,TRUE,0.165484634,0.165484634,percent
20,8,Nastia Liukin,Eliminated Week 9,38,3,0.179669031,9,FALSE,0.166666667,0.166666667,percent
20,8,Noah Galloway,3rd Place,31.5,5,0.14893617,11,FALSE,0.1678487,0.1678487,percent
20,8,Riker Lynch,2nd Place,39,2,0.184397163,11,FALSE,0.166666667,0.166666667,percent
20,8,Robert Herjavec,Eliminated Week 8,31,6,0.146572104,8,TRUE,0.166666667,0.166666667,percent
20,8,Rumer Willis,1st Place,40,1,0.189125296,11,FALSE,0.166666667,0.166666667,percent
20,9,Nastia Liukin,Eliminated Week 9,40,1,0.25477707,9,TRUE,0.243630573,0.243630573,percent
20,9,Noah Galloway,3rd Place,38,4,0.242038217,11,FALSE,0.256369427,0.256369427,percent
20,9,Riker Lynch,2nd Place,40,1,0.25477707,11,FALSE,0.25,0.25,percent
20,9,Rumer Willis,1st Place,39,3,0.248407643,11,FALSE,0.25,0.25,percent
20,10,Noah Galloway,3rd Place,36,3,0.310344828,11,FALSE,0.333333333,0.333333333,percent
20,10,Riker Lynch,2nd Place,40,1,0.344827586,11,FALSE,0.333333333,0.333333333,percent
20,10,Rumer Willis,1st Place,40,1,0.344827586,11,FALSE,0.333333333,0.333333333,percent
21,1,Alek Skarlatos,3rd Place,22,5,0.088,12,FALSE,0.076923077,0.076923077,percent
21,1,Alexa PenaVega,Eliminated Week 9,22,5,0.088,9,FALSE,0.076923077,0.076923077,percent
21,1,Andy Grammer,Eliminated Week 8,21,7,0.084,8,FALSE,0.076923077,0.076923077,percent
21,1,Bindi Irwin,1st Place,24,1,0.096,12,FALSE,0.076923077,0.076923077,percent
21,1,Carlos PenaVega,Eliminated Week 11,23,3,0.092,11,FALSE,0.076923077,0.076923077,percent
21,1,Chaka Khan,Eliminated Week 2,13,12,0.052,2,FALSE,0.076923077,0.076923077,percent
21,1,Gary Busey,Eliminated Week 4,15,9,0.06,4,FALSE,0.076923077,0.076923077,percent
21,1,Hayes Grier,Eliminated Week 7,21,7,0.084,7,FALSE,0.076923077,0.076923077,percent
21,1,Kim Zolciak-Biermann,Withdrew,12,13,0.048,11,FALSE,0.076923077,0.076923077,percent
21,1,Nick Carter,2nd Place,24,1,0.096,12,FALSE,0.076923077,0.076923077,percent
21,1,Paula Deen,Eliminated Week 6,15,9,0.06,6,FALSE,0.076923077,0.076923077,percent
21,1,Tamar Braxton,Withdrew,23,3,0.092,11,FALSE,0.076923077,0.076923077,percent
21,1,Victor Espinoza,Eliminated Week 2,15,9,0.06,2,FALSE,0.076923077,0.076923077,percent
21,2,Alek Skarlatos,3rd Place,22.5,4,0.083179298,12,FALSE,0.076923077,0.076923077,percent
21,2,Alexa PenaVega,Eliminated Week 9,23,3,0.085027726,9,FALSE,0.076923077,0.076923077,percent
21,2,Andy Grammer,Eliminated Week 8,22,8,0.081330869,8,FALSE,0.076923077,0.076923077,percent
21,2,Bindi Irwin,1st Place,24,2,0.088724584,12,FALSE,0.076923077,0.076923077,percent
21,2,Carlos PenaVega,Eliminated Week 11,22.5,4,0.083179298,11,FALSE,0.076923077,0.076923077,percent
21,2,Chaka Khan,Eliminated Week 2,15,13,0.055452865,2,TRUE,0.076923077,0.076923077,percent
21,2,Gary Busey,Eliminated Week 4,16.5,12,0.060998152,4,FALSE,0.080619935,0.080619935,percent
21,2,Hayes Grier,Eliminated Week 7,22.5,4,0.083179298,7,FALSE,0.076923077,0.076923077,percent
21,2,Kim Zolciak-Biermann,Withdrew,18.5,9,0.068391867,11,FALSE,0.076923077,0.076923077,percent
21,2,Nick Carter,2nd Place,22.5,4,0.083179298,12,FALSE,0.076923077,0.076923077,percent
21,2,Paula Deen,Eliminated Week 6,18.5,9,0.068391867,6,FALSE,0.076923077,0.076923077,percent
21,2,Tamar Braxton,Withdrew,24.5,1,0.090573013,11,FALSE,0.076923077,0.076923077,percent
21,2,Victor Espinoza,Eliminated Week 2,18.5,9,0.068391867,2,TRUE,0.073226219,0.073226219,percent
21,3,Alek Skarlatos,3rd Place,33,3,0.108196721,12,FALSE,0.1,0.1,percent
21,3,Alexa PenaVega,Eliminated Week 9,36,1,0.118032787,9,FALSE,0.1,0.1,percent
21,3,Andy Grammer,Eliminated Week 8,29,8,0.095081967,8,FALSE,0.1,0.1,percent
21,3,Bindi Irwin,1st Place,32,5,0.104918033,12,FALSE,0.1,0.1,percent
21,3,Carlos PenaVega,Eliminated Week 11,31,6,0.101639344,11,FALSE,0.1,0.1,percent
21,3,Gary Busey,Eliminated Week 4,25,9,0.081967213,4,FALSE,0.1,0.1,percent
21,3,Hayes Grier,Eliminated Week 7,30,7,0.098360656,7,FALSE,0.1,0.1,percent
21,3,Nick Carter,2nd Place,36,1,0.118032787,12,FALSE,0.1,0.1,percent
21,3,Paula Deen,Eliminated Week 6,20,10,0.06557377,6,FALSE,0.1,0.1,percent
21,3,Tamar Braxton,Withdrew,33,3,0.108196721,11,FALSE,0.1,0.1,percent
21,4,Alek Skarlatos,3rd Place,24,6,0.101694915,12,FALSE,0.1,0.1,percent
21,4,Alexa PenaVega,Eliminated Week 9,21,8,0.088983051,9,FALSE,0.1,0.1,percent
21,4,Andy Grammer,Eliminated Week 8,23,7,0.097457627,8,FALSE,0.1,0.1,percent
21,4,Bindi Irwin,1st Place,28,1,0.118644068,12,FALSE,0.1,0.1,percent
21,4,Carlos PenaVega,Eliminated Week 11,25,5,0.105932203,11,FALSE,0.1,0.1,percent
21,4,Gary Busey,Eliminated Week 4,16,10,0.06779661,4,TRUE,0.1,0.1,percent
21,4,Hayes Grier,Eliminated Week 7,27,2,0.11440678,7,FALSE,0.1,0.1,percent
21,4,Nick Carter,2nd Place,27,2,0.11440678,12,FALSE,0.1,0.1,percent
21,4,Paula Deen,Eliminated Week 6,18,9,0.076271186,6,FALSE,0.1,0.1,percent
21,4,Tamar Braxton,Withdrew,27,2,0.11440678,11,FALSE,0.1,0.1,percent
21,5,Alek Skarlatos,3rd Place,29,7,0.096345515,12,FALSE,0.111111111,0.111111111,percent
21,5,Alexa PenaVega,Eliminated Week 9,40,1,0.132890365,9,FALSE,0.111111111,0.111111111,percent
21,5,Andy Grammer,Eliminated Week 8,36,4,0.119601329,8,FALSE,0.111111111,0.111111111,percent
21,5,Bindi Irwin,1st Place,37,3,0.122923588,12,FALSE,0.111111111,0.111111111,percent
21,5,Carlos PenaVega,Eliminated Week 11,39,2,0.129568106,11,FALSE,0.111111111,0.111111111,percent
21,5,Hayes Grier,Eliminated Week 7,30,6,0.099667774,7,FALSE,0.111111111,0.111111111,percent
21,5,Nick Carter,2nd Place,35,5,0.11627907,12,FALSE,0.111111111,0.111111111,percent
21,5,Paula Deen,Eliminated Week 6,26,9,0.086378738,6,FALSE,0.111111111,0.111111111,percent
21,5,Tamar Braxton,Withdrew,29,7,0.096345515,11,FALSE,0.111111111,0.111111111,percent
21,6,Alek Skarlatos,3rd Place,30,7,0.095846645,12,FALSE,0.111111111,0.111111111,percent
21,6,Alexa PenaVega,Eliminated Week 9,30,7,0.095846645,9,FALSE,0.111111111,0.111111111,percent
21,6,Andy Grammer,Eliminated Week 8,40,1,0.127795527,8,FALSE,0.111111111,0.111111111,percent
21,6,Bindi Irwin,1st Place,40,1,0.127795527,12,FALSE,0.111111111,0.111111111,percent
21,6,Carlos PenaVega,Eliminated Week 11,38,5,0.121405751,11,FALSE,0.111111111,0.111111111,percent
21,6,Hayes Grier,Eliminated Week 7,32,6,0.102236422,7,FALSE,0.111111111,0.111111111,percent
21,6,Nick Carter,2nd Place,39,4,0.124600639,12,FALSE,0.111111111,0.111111111,percent
21,6,Paula Deen,Eliminated Week 6,24,9,0.076677316,6,TRUE,0.111111111,0.111111111,percent
